,no,keyword,type
2160,1059,무협/사극,1
2161,1060,2019 지상최대공모전,4
2162,1060,인외존재,2
2163,1060,이능력배틀물,1
2164,1060,액션,1
2165,1061,일상,1
2166,1062,스릴러,1
2167,1063,드라마&영화 원작웹툰,6
2168,1063,스릴러,1
2169,1064,드라마&영화 원작웹툰,6
2170,1064,스릴러,1
2171,1065,전남친,5
2172,1065,재회,5
2173,1065,연예계,2
2174,1065,선결혼후연애,5
2175,1065,로맨스,1
2176,1065,소설원작,6
2177,1066,최강자전,4
2178,1066,2019 최강자전,4
2179,1066,판타지,1
2180,1067,판타지,1
2181,1067,소설원작,6
2182,1068,최강자전,4
2183,1068,2015 최강자전,4
2184,1068,판타지,1
2185,1069,일상,1
2186,1070,2030연애,2
2187,1070,현실로맨스,2
2188,1070,감성드라마,3
2189,1070,로맨스,1
2190,1071,2021 지상최대공모전,6
2191,1071,빙의,2
2192,1071,로맨스,1
2193,1072,개그,1
2194,1073,액션,1
2195,1073,소설원작,6
2196,1074,액션,1
2197,1075,로맨스,1
2198,1075,소설원작,6
2199,1076,드라마,1
2200,1077,계약연애,5
2201,1077,인외존재,2
2202,1077,로맨스,1
2203,1078,스릴러,1
2204,1079,2020 지상최대공모전,4
2205,1079,괴담,3
2206,1079,스릴러,1
2207,1080,스릴러,1
2208,1080,성인웹툰,1
2209,1081,스릴러,1
2210,1082,스릴러,1
2211,1083,최강자전,4
2212,1083,2018 최강자전,4
2213,1083,스릴러,1
2214,1084,드라마,1
2215,1085,인외존재,2
2216,1085,로맨스,1
2217,1086,2019 지상최대공모전,4
2218,1086,오컬트,2
2219,1086,서스펜스,3
2220,1086,스릴러,1
2221,1087,드라마&영화 원작웹툰,6
2222,1087,성장드라마,2
2223,1087,드라마,1
2224,1088,감성,3
2225,1089,감성,3
2226,1090,일상,1
2227,1091,로맨스,1
2228,1092,로맨스,1
2229,1093,판타지,1
2230,1094,소꿉친구,5
2231,1094,현실로맨스,2
2232,1094,캠퍼스로맨스,2
2233,1094,직진남,5
2234,1094,까칠남,5
2235,1094,드라마,1
2236,1095,스릴러,1
2237,1096,로맨스,1
2238,1097,드라마,1
2239,1098,드라마,1
2240,1099,히어로,1
2241,1099,이능력배틀물,1
2242,1099,이세계,1
2243,1099,판타지,1
2244,1100,최강자전,4
2245,1100,2017 최강자전,6
2246,1100,개그,1
2247,1101,스릴러,1
2248,1101,성인웹툰,1
2249,1102,2030연애,2
2250,1102,로맨스코미디,1
2251,1102,현실로맨스,2
2252,1102,하이틴,2
2253,1102,하이퍼리얼리즘,1
2254,1102,청춘로맨스,2
2255,1102,로맨스,1
2256,1102,성인웹툰,1
2257,1103,힐링,3
2258,1103,음식요리,2
2259,1103,성장드라마,2
2260,1103,동물,2
2261,1103,일상,1
2262,1104,판무,1
2263,1104,판타지,1
2264,1105,개그,1
2265,1106,액션,1
2266,1107,개그,1
2267,1108,동물,2
2268,1108,로맨스,1
2269,1109,액션,1
2270,1110,스릴러,1
2271,1111,드라마,1
2272,1112,판타지,1
2273,1112,소설원작,6
2274,1113,스핀오프,1
2275,1113,스릴러,1
2276,1114,드라마&영화 원작웹툰,6
2277,1114,힘숨찐,2
2278,1114,학원물,6
2279,1114,액션,1
2280,1115,드라마,1
2281,1116,스릴러,1
2282,1117,최강자전,4
2283,1117,2017 최강자전,6
2284,1117,힘숨찐,2
2285,1117,히어로,1
2286,1117,이능력배틀물,1
2287,1117,먼치킨,2
2288,1117,판타지,1
2289,1118,성별반전,2
2290,1118,로맨스코미디,1
2291,1118,로판,1
2292,1118,로맨스,1
2293,1118,소설원작,6
2294,1119,아포칼립스,2
2295,1119,좀비,2
2296,1119,감염,6
2297,1119,스릴러,1
2298,1120,청춘로맨스,2
2299,1120,로맨스,1
2300,1121,드라마,1
2301,1121,소설원작,6
2302,1122,캠퍼스로맨스,2
2303,1122,로맨스,1
2304,1123,드라마,1
2305,1124,드라마,1
2306,1125,히어로,1
2307,1125,액션,1
2308,1126,히어로,1
2309,1126,액션,1
2310,1127,판타지,1
2311,1128,감성드라마,3
2312,1128,드라마,1
2313,1129,드라마&영화 원작웹툰,6
2314,1129,로맨스,1
2315,1130,로맨스코미디,1
2316,1130,2021 지상최대공모전,6
2317,1130,선결혼후연애,5
2318,1130,로맨스,1
2319,1131,개그,1
2320,1132,액션,1
2321,1133,전남친,5
2322,1133,로맨스,1
2323,1134,사이다,3
2324,1134,회귀,2
2325,1134,복수극,2
2326,1134,로판,1
2327,1134,로맨스,1
2328,1134,소설원작,6
2329,1135,스릴러,1
2330,1136,히어로,1
2331,1136,판타지,1
2332,1137,판타지,1
2333,1138,병맛,3
2334,1138,개그,1
2335,1139,좀비,2
2336,1139,스릴러,1
2337,1140,감성드라마,3
2338,1140,드라마,1
2339,1141,판타지,1
2340,1142,타임슬립,2
2341,1142,학원물,6
2342,1142,드라마,1
2343,1143,로맨스,1
2344,1144,판타지,1
2345,1145,인플루언서,2
2346,1145,드라마,1
2347,1146,드라마,1
2348,1147,일상,1
2349,1148,드라마,1
2350,1149,두뇌싸움,2
2351,1149,판타지,1
2352,1150,로맨스,1
2353,1151,로맨스,1
2354,1152,로맨스,1
2355,1153,게임판타지,2
2356,1153,소년왕도물,1
2357,1153,판타지,1
2358,1154,드라마,1
2359,1155,스릴러,1
2360,1156,빙의,2
2361,1156,로판,1
2362,1156,구원서사,5
2363,1156,까칠남,5
2364,1156,로맨스,1
2365,1156,소설원작,6
2366,1157,2020 지상최대공모전,4
2367,1157,학원로맨스,2
2368,1157,역하렘,1
2369,1157,빙의,2
2370,1157,로판,1
2371,1157,로맨스,1
2372,1158,차원이동,2
2373,1158,병맛,3
2374,1158,먼치킨,2
2375,1158,판타지,1
2376,1159,감성,3
2377,1160,액션,1
2378,1161,드라마,1
2379,1162,개그,1
2380,1163,성별반전,2
2381,1163,2020 지상최대공모전,4
2382,1163,로맨스,1
2383,1164,드라마,1
2384,1165,힐링,3
2385,1165,학원로맨스,2
2386,1165,삼각관계,5
2387,1165,로맨스,1
2388,1166,직업드라마,2
2389,1166,스포츠성장,2
2390,1166,성장드라마,2
2391,1166,드라마,1
2392,1167,드라마&영화 원작웹툰,6
2393,1167,인플루언서,2
2394,1167,삼각관계,5
2395,1167,로맨스,1
2396,1168,타임슬립,2
2397,1168,로맨스,1
2398,1169,2020 지상최대공모전,4
2399,1169,하이틴,2
2400,1169,학원로맨스,2
2401,1169,드라마,1
2402,1170,동양풍판타지,1
2403,1170,퓨전사극,1
2404,1170,로맨스,1
2405,1171,동양풍판타지,1
2406,1171,판타지,1
2407,1172,2030연애,2
2408,1172,청춘로맨스,2
2409,1172,성장드라마,2
2410,1172,공감성수치,3
2411,1172,개그,1
2412,1173,판타지,1
2413,1173,소설원작,6
2414,1174,연예계,2
2415,1174,삼각관계,5
2416,1174,드라마,1
2417,1175,드라마&영화 원작웹툰,6
2418,1175,하이퍼리얼리즘,1
2419,1175,성장드라마,2
2420,1175,감성드라마,3
2421,1175,드라마,1
2422,1176,드라마,1
2423,1177,개그,1
2424,1178,소년왕도물,1
2425,1178,판타지,1
2426,1178,소설원작,6
2427,1179,음식요리,2
2428,1179,개그,1
2429,1180,연예계,2
2430,1180,드라마,1
2431,1181,스릴러,1
2432,1182,스릴러,1
2433,1183,학원로맨스,2
2434,1183,드라마,1
2435,1184,드라마,1
2436,1185,직진남,5
2437,1185,전남친,5
2438,1185,인플루언서,2
2439,1185,삼각관계,5
2440,1185,로맨스,1
2441,1186,학원로맨스,2
2442,1186,삼각관계,5
2443,1186,로맨스,1
2444,1187,로맨스,1
2445,1188,스핀오프,1
2446,1188,로맨스,1
2447,1189,개그,1
2448,1190,드라마,1
2449,1191,혐관로맨스,2
2450,1191,학원로맨스,2
2451,1191,하이틴,2
2452,1191,드라마,1
2453,1192,드라마,1
2454,1193,걸크러시,5
2455,1193,감성,3
2456,1194,청춘로맨스,2
2457,1194,드라마,1
2458,1195,스릴러,1
2459,1196,로맨스,1
2460,1197,계약연애,5
2461,1197,퓨전사극,1
2462,1197,선결혼후연애,5
2463,1197,로맨스,1
2464,1197,소설원작,6
2465,1198,개그,1
2466,1199,드라마,1
2467,1200,게임판타지,2
2468,1200,먼치킨,2
2469,1200,판타지,1
2470,1201,로맨스,1
2471,1201,소설원작,6
2472,1202,로맨스,1
2473,1203,로맨스,1
2474,1204,로맨스,1
2475,1205,판타지,1
2476,1206,로맨스,1
2477,1207,로맨스,1
2478,1208,드라마,1
2479,1209,2020 지상최대공모전,4
2480,1209,오컬트,2
2481,1209,액션,1
2482,1210,프리퀄,1
2483,1210,아포칼립스,2
2484,1210,스릴러,1
2485,1211,드라마,1
2486,1212,드라마,1
2487,1213,로맨스,1
2488,1213,소설원작,6
2489,1214,개그,1
2490,1215,까칠남,5
2491,1215,판타지,1
2492,1215,소설원작,6
2493,1216,드라마,1
2494,1217,로맨스,1
2495,1218,로맨스,1
2496,1219,현실로맨스,2
2497,1219,캠퍼스로맨스,2
2498,1219,청춘로맨스,2
2499,1219,까칠남,5
2500,1219,로맨스,1
2501,1220,친구>연인,5
2502,1220,삼각관계,5
2503,1220,로맨스,1
2504,1221,판타지,1
2505,1222,학원물,6
2506,1222,성장드라마,2
2507,1222,드라마,1
2508,1223,2020 지상최대공모전,4
2509,1223,드라마,1
2510,1224,로맨스,1
2511,1225,로맨스,1
2512,1225,소설원작,6
2513,1226,로맨스,1
2514,1226,소설원작,6
2515,1227,일상,1
2516,1228,로맨스,1
2517,1229,로맨스,1
2518,1230,드라마,1
2519,1231,감성,3
2520,1232,드라마&영화 원작웹툰,6
2521,1232,개그,1
2522,1233,드라마,1
2523,1234,드라마,1
2524,1235,로맨스,1
2525,1235,소설원작,6
2526,1236,드라마,1
2527,1237,환골탈태,2
2528,1237,2021 지상최대공모전,6
2529,1237,친구>연인,5
2530,1237,연예계,2
2531,1237,로맨스,1
2532,1238,개그,1
2533,1239,로맨스,1
2534,1240,드라마,1
2535,1241,드라마,1
2536,1242,드라마&영화 원작웹툰,6
2537,1242,로맨스,1
2538,1243,로맨스코미디,1
2539,1243,학원로맨스,2
2540,1243,하이틴,2
2541,1243,로맨스,1
2542,1244,최강자전,4
2543,1244,2019 최강자전,4
2544,1244,히어로,1
2545,1244,판타지,1
2546,1245,아포칼립스,2
2547,1245,판타지,1
2548,1246,로맨스,1
2549,1247,드라마,1
2550,1248,서스펜스,3
2551,1248,스릴러,1
2552,1249,개그,1
2553,1250,학원로맨스,2
2554,1250,하이틴,2
2555,1250,삼각관계,5
2556,1250,일상,1
2557,1251,일상,1
2558,1252,계약연애,5
2559,1252,연예계,2
2560,1252,로맨스,1
2561,1252,소설원작,6
2562,1253,역사물,1
2563,1253,무협/사극,1
2564,1254,드라마,1
2565,1255,판타지,1
2566,1256,최강자전,4
2567,1256,2017 최강자전,6
2568,1256,로맨스,1
2569,1257,타임슬립,2
2570,1257,성장드라마,2
2571,1257,드라마,1
2572,1258,병맛,3
2573,1258,이세계,1
2574,1258,인외존재,2
2575,1258,로맨스,1
2576,1259,판타지,1
2577,1260,히어로,1
2578,1260,이세계,1
2579,1260,이능력배틀물,1
2580,1260,성장드라마,2
2581,1260,판타지,1
2582,1260,소설원작,6
2583,1261,로맨스,1
2584,1261,소설원작,6
2585,1262,액션,1
2586,1262,소설원작,6
2587,1263,타임슬립,2
2588,1263,고자극로맨스,2
2589,1263,회귀,2
2590,1263,로맨스,1
2591,1264,로맨스,1
2592,1265,드라마,1
2593,1266,인플루언서,2
2594,1266,스릴러,1
2595,1267,고자극로맨스,2
2596,1267,혐관로맨스,2
2597,1267,인외존재,2
2598,1267,뱀파이어,2
2599,1267,드라마,1
2600,1268,로맨스,1
2601,1269,개그,1
2602,1270,인외존재,2
2603,1270,성장드라마,2
2604,1270,뱀파이어,2
2605,1270,드라마,1
2606,1271,일상,1
2607,1272,개그,1
2608,1273,개그,1
2609,1274,로맨스,1
2610,1275,스릴러,1
2611,1276,혐관로맨스,2
2612,1276,계약연애,5
2613,1276,회귀,2
2614,1276,선결혼후연애,5
2615,1276,로맨스,1
2616,1276,소설원작,6
2617,1277,로맨스,1
2618,1277,소설원작,6
2619,1278,로맨스,1
2620,1278,소설원작,6
2621,1279,혐관로맨스,2
2622,1279,로맨스,1
2623,1280,학원물,6
2624,1280,서스펜스,3
2625,1280,액션,1
2626,1281,최강자전,4
2627,1281,2019 최강자전,4
2628,1281,판타지,1
2629,1282,2020 지상최대공모전,4
2630,1282,사이다,3
2631,1282,드라마,1
2632,1283,퓨전사극,1
2633,1283,성장드라마,2
2634,1283,드라마,1
2635,1284,무협/사극,1
2636,1285,로맨스,1
2637,1285,소설원작,6
2638,1286,학원물,6
2639,1286,먼치킨,2
2640,1286,드라마,1
2641,1287,판타지,1
2642,1288,직업드라마,2
2643,1288,음식요리,2
2644,1288,소년왕도물,1
2645,1288,드라마,1
2646,1289,개그,1
2647,1290,스릴러,1
2648,1291,영화원작웹툰,6
2649,1291,액션,1
2650,1292,드라마,1
2651,1293,빙의,2
2652,1293,로판,1
2653,1293,로맨스,1
2654,1293,소설원작,6
2655,1294,로맨스,1
2656,1295,무협/사극,1
2657,1296,차원이동,2
2658,1296,아포칼립스,2
2659,1296,먼치킨,2
2660,1296,다크판타지,1
2661,1296,액션,1
2662,1297,판무,1
2663,1297,판타지,1
2664,1298,음식요리,2
2665,1298,판타지,1
2666,1298,소설원작,6
2667,1299,드라마,1
2668,1300,로맨스,1
2669,1301,로맨스,1
2670,1302,일상,1
2671,1303,일상,1
2672,1304,연예계,2
2673,1304,로맨스,1
2674,1305,2021 지상최대공모전,6
2675,1305,학원로맨스,2
2676,1305,역하렘,1
2677,1305,로맨스,1
2678,1306,드라마,1
2679,1307,드라마,1
2680,1308,감성,3
2681,1309,개그,1
2682,1310,로맨스,1
2683,1311,감성,3
2684,1312,일상,1
2685,1313,2021 지상최대공모전,6
2686,1313,성장드라마,2
2687,1313,드라마,1
2688,1314,로맨스,1
2689,1315,스릴러,1
2690,1316,계약연애,5
2691,1316,하이틴,2
2692,1316,로맨스,1
2693,1317,로맨스,1
2694,1318,개그,1
2695,1319,로맨스,1
2696,1320,판타지,1
2697,1321,직업드라마,2
2698,1321,판타지,1
2699,1321,소설원작,6
2700,1322,드라마&영화 원작웹툰,6
2701,1322,로맨스,1
2702,1323,스릴러,1
2703,1323,성인웹툰,1
2704,1324,로판,1
2705,1324,로맨스,1
2706,1325,감성,3
2707,1326,개그,1
2708,1327,개그,1
2709,1328,일상,1
2710,1329,힐링,3
2711,1329,감성,3
2712,1330,판타지,1
2713,1331,로맨스,1
2714,1331,소설원작,6
2715,1332,계약연애,5
2716,1332,캠퍼스로맨스,2
2717,1332,로맨스,1
2718,1333,빙의,2
2719,1333,로맨스,1
2720,1333,소설원작,6
2721,1334,괴담,3
2722,1334,스릴러,1
2723,1335,판타지,1
2724,1336,전남친,5
2725,1336,선결혼후연애,5
2726,1336,로맨스,1
2727,1337,드라마,1
2728,1338,드라마,1
2729,1339,일상,1
2730,1340,로맨스,1
2731,1341,야구,2
2732,1341,스포츠성장,2
2733,1341,스포츠,1
2734,1342,판타지,1
2735,1342,소설원작,6
2736,1343,음식요리,2
2737,1343,로맨스,1
2738,1344,서스펜스,3
2739,1344,드라마,1
2740,1345,드라마,1
2741,1346,개그,1
2742,1347,2020 지상최대공모전,4
2743,1347,아포칼립스,2
2744,1347,좀비,2
2745,1347,감염,6
2746,1347,감성드라마,3
2747,1347,드라마,1
2748,1348,드라마&영화 원작웹툰,6
2749,1348,로맨스,1
2750,1349,스릴러,1
2751,1349,성인웹툰,1
2752,1350,선결혼후연애,5
2753,1350,로맨스,1
2754,1350,소설원작,6
2755,1351,로맨스,1
2756,1351,소설원작,6
2757,1352,스포츠성장,2
2758,1352,스포츠,1
2759,1353,로판,1
2760,1353,로맨스,1
2761,1354,일상,1
2762,1355,스릴러,1
2763,1356,판타지,1
2764,1357,로맨스,1
2765,1358,프리퀄,1
2766,1358,로맨스,1
2767,1359,판타지,1
2768,1360,퓨전사극,1
2769,1360,로맨스,1
2770,1361,연예계,2
2771,1361,삼각관계,5
2772,1361,로맨스,1
2773,1362,드라마,1
2774,1363,머니게임,2
2775,1363,드라마,1
2776,1364,로맨스,1
2777,1364,소설원작,6
2778,1365,드라마&영화 원작웹툰,6
2779,1365,드라마,1
2780,1366,드라마&영화 원작웹툰,6
2781,1366,드라마,1
2782,1367,오컬트,2
2783,1367,동양풍판타지,1
2784,1367,다크히어로,2
2785,1367,먼치킨,2
2786,1367,판타지,1
2787,1368,판타지,1
2788,1369,인외존재,2
2789,1369,로맨스,1
2790,1370,스릴러,1
2791,1371,스릴러,1
2792,1371,성인웹툰,1
2793,1372,계약연애,5
2794,1372,로맨스,1
2795,1372,소설원작,6
2796,1373,짝사랑,5
2797,1373,현실로맨스,2
2798,1373,친구>연인,5
2799,1373,청춘로맨스,2
2800,1373,캠퍼스로맨스,2
2801,1373,삼각관계,5
2802,1373,로맨스,1
2803,1374,현실로맨스,2
2804,1374,하이퍼리얼리즘,1
2805,1374,청춘로맨스,2
2806,1374,오피스로맨스,2
2807,1374,삼각관계,5
2808,1374,로맨스,1
2809,1375,드라마,1
2810,1376,연예계,2
2811,1376,로맨스,1
2812,1377,차원이동,2
2813,1377,동양풍판타지,1
2814,1377,로맨스,1
2815,1378,판타지,1
2816,1378,소설원작,6
2817,1379,드라마,1
2818,1380,혐관로맨스,2
2819,1380,캠퍼스로맨스,2
2820,1380,연상연하,5
2821,1380,연예계,2
2822,1380,걸크러시,5
2823,1380,로맨스,1
2824,1381,히어로,1
2825,1381,이능력배틀물,1
2826,1381,판타지,1
2827,1382,개그,1
2828,1383,개그,1
2829,1384,개그,1
2830,1385,로맨스,1
2831,1386,액션,1
2832,1387,재회,5
2833,1387,구원서사,5
2834,1387,로맨스,1
2835,1388,오피스로맨스,2
2836,1388,사내연애,2
2837,1388,로맨스,1
2838,1388,소설원작,6
2839,1389,개그,1
2840,1390,드라마,1
2841,1391,드라마,1
2842,1392,로맨스,1
2843,1393,로맨스,1
2844,1393,소설원작,6
2845,1394,차원이동,2
2846,1394,동양풍판타지,1
2847,1394,로맨스,1
2848,1395,법정드라마,2
2849,1395,드라마&영화 원작웹툰,6
2850,1395,힐링,3
2851,1395,직업드라마,2
2852,1395,성장드라마,2
2853,1395,드라마,1
2854,1396,로맨스,1
2855,1397,로맨스,1
2856,1398,차원이동,2
2857,1398,병맛,3
2858,1398,개그,1
2859,1399,로맨스,1
2860,1400,드라마,1
2861,1401,로맨스,1
2862,1401,소설원작,6
2863,1402,캠퍼스로맨스,2
2864,1402,서스펜스,3
2865,1402,드라마,1
2866,1403,구원서사,5
2867,1403,로맨스,1
2868,1403,소설원작,6
2869,1404,학원물,6
2870,1404,서스펜스,3
2871,1404,복수극,2
2872,1404,스릴러,1
2873,1405,로맨스,1
2874,1405,소설원작,6
2875,1406,판타지,1
2876,1407,액션,1
2877,1408,서스펜스,3
2878,1408,스릴러,1
2879,1408,성인웹툰,1
2880,1409,드라마,1
2881,1410,드라마,1
2882,1411,드라마,1
2883,1412,힐링,3
2884,1412,학원로맨스,2
2885,1412,청춘로맨스,2
2886,1412,삼각관계,5
2887,1412,로맨스,1
2888,1413,드라마,1
2889,1414,타임슬립,2
2890,1414,사이다,3
2891,1414,학원물,6
2892,1414,액션,1
2893,1415,힘숨찐,2
2894,1415,이능력배틀물,1
2895,1415,다크히어로,2
2896,1415,판타지,1
2897,1416,드라마,1
2898,1417,최강자전,4
2899,1417,2018 최강자전,4
2900,1417,학원로맨스,2
2901,1417,친구>연인,5
2902,1417,인외존재,2
2903,1417,삼각관계,5
2904,1417,로맨스,1
2905,1418,액션,1
2906,1419,판타지,1
2907,1420,로맨스,1
2908,1420,소설원작,6
2909,1421,스포츠성장,2
2910,1421,스포츠,1
2911,1422,느와르,1
2912,1422,액션,1
2913,1422,성인웹툰,1
2914,1423,드라마,1
2915,1424,세계관,2
2916,1424,학원물,6
2917,1424,이능력배틀물,1
2918,1424,성장드라마,2
2919,1424,동물,2
2920,1424,액션,1
2921,1425,스릴러,1
2922,1426,일상,1
2923,1427,2021 지상최대공모전,6
2924,1427,스릴러,1
2925,1428,액션,1
2926,1428,소설원작,6
2927,1429,사이다,3
2928,1429,액션,1
2929,1430,액션,1
2930,1431,드라마,1
2931,1432,무협/사극,1
2932,1432,소설원작,6
2933,1433,감성,3
2934,1434,로맨스,1
2935,1434,소설원작,6
2936,1435,개그,1
2937,1436,밀리터리,2
2938,1436,학원물,6
2939,1436,먼치킨,2
2940,1436,액션,1
2941,1437,판타지,1
2942,1438,개그,1
2943,1439,계략여주,5
2944,1439,학원로맨스,2
2945,1439,복수극,2
2946,1439,드라마,1
2947,1440,축구,2
2948,1440,스포츠,1
2949,1441,로맨스,1
2950,1442,일상,1
2951,1443,드라마,1
2952,1444,최강자전,4
2953,1444,2017 최강자전,6
2954,1444,괴담,3
2955,1444,스릴러,1
2956,1445,2021 지상최대공모전,6
2957,1445,하이틴,2
2958,1445,로맨스,1
2959,1446,세계관,2
2960,1446,판무,1
2961,1446,복수극,2
2962,1446,판타지,1
2963,1447,드라마,1
2964,1447,성인웹툰,1
2965,1448,일상,1
2966,1449,드라마,1
2967,1450,로맨스,1
2968,1451,연예계,2
2969,1451,스릴러,1
2970,1452,드라마,1
2971,1453,사이다,3
2972,1453,힘숨찐,2
2973,1453,판무,1
2974,1453,먼치킨,2
2975,1453,무협/사극,1
2976,1453,소설원작,6
2977,1454,로맨스,1
2978,1455,액션,1
2979,1456,아포칼립스,2
2980,1456,이능력배틀물,1
2981,1456,판타지,1
2982,1457,타임슬립,2
2983,1457,드라마&영화 원작웹툰,6
2984,1457,회귀,2
2985,1457,복수극,2
2986,1457,빙의,2
2987,1457,두뇌싸움,2
2988,1457,드라마,1
2989,1457,소설원작,6
2990,1458,게임판타지,2
2991,1458,판타지,1
2992,1459,스릴러,1
2993,1460,스릴러,1
2994,1461,궁중로맨스,2
2995,1461,혐관로맨스,2
2996,1461,직진남,5
2997,1461,이세계,1
2998,1461,연상연하,5
2999,1461,역하렘,1
3000,1461,선결혼후연애,5
3001,1461,삼각관계,5
3002,1461,로판,1
3003,1461,걸크러시,5
3004,1461,로맨스,1
3005,1461,소설원작,6
3006,1462,액션,1
3007,1463,현실로맨스,2
3008,1463,하이퍼리얼리즘,1
3009,1463,인플루언서,2
3010,1463,드라마,1
3011,1464,액션,1
3012,1465,세계관,2
3013,1465,이세계,1
3014,1465,다크히어로,2
3015,1465,판타지,1
3016,1465,소설원작,6
3017,1466,드라마,1
3018,1467,액션,1
3019,1468,2019 지상최대공모전,4
3020,1468,드라마,1
3021,1469,스릴러,1
3022,1470,로맨스,1
3023,1470,소설원작,6
3024,1471,스릴러,1
3025,1471,성인웹툰,1
3026,1472,로맨스,1
3027,1473,액션,1
3028,1474,로맨스,1
3029,1475,로맨스,1
3030,1476,드라마,1
3031,1476,소설원작,6
3032,1477,액션,1
3033,1478,판타지,1
3034,1478,소설원작,6
3035,1479,판타지,1
3036,1480,서바이벌,2
3037,1480,세계관,2
3038,1480,아포칼립스,2
3039,1480,게임판타지,2
3040,1480,헌터물,1
3041,1480,이능력배틀물,1
3042,1480,소년왕도물,1
3043,1480,빙의,2
3044,1480,먼치킨,2
3045,1480,두뇌싸움,2
3046,1480,구원서사,5
3047,1480,판타지,1
3048,1480,소설원작,6
3049,1481,환골탈태,2
3050,1481,무협/사극,1
3051,1481,소설원작,6
3052,1482,게임판타지,2
3053,1482,학원물,6
3054,1482,액션,1
3055,1483,스릴러,1
3056,1484,로맨스,1
3057,1485,이능력배틀물,1
3058,1485,먼치킨,2
3059,1485,액션,1
3060,1486,직업드라마,2
3061,1486,성장드라마,2
3062,1486,드라마,1
3063,1487,액션,1
3064,1488,음식요리,2
3065,1488,드라마,1
3066,1489,스릴러,1
3067,1490,스릴러,1
3068,1491,드라마,1
3069,1492,최강자전,4
3070,1492,2015 최강자전,4
3071,1492,두뇌싸움,2
3072,1492,걸크러시,5
3073,1492,판타지,1
3074,1493,느와르,1
3075,1493,액션,1
3076,1494,2020 지상최대공모전,4
3077,1494,sf,1
3078,1494,스릴러,1
3079,1495,판타지,1
3080,1496,축구,2
3081,1496,스포츠,1
3082,1497,무협/사극,1
3083,1498,동양풍판타지,1
3084,1498,퓨전사극,1
3085,1498,로맨스,1
3086,1498,소설원작,6
3087,1499,개그,1
3088,1500,좀비,2
3089,1500,판타지,1
3090,1501,개그,1
3091,1502,아포칼립스,2
3092,1502,스릴러,1
3093,1503,비밀연애,2
3094,1503,현실로맨스,2
3095,1503,오피스로맨스,2
3096,1503,사내연애,2
3097,1503,로맨스,1
3098,1504,머니게임,2
3099,1504,스릴러,1
3100,1505,학원물,6
3101,1505,역하렘,1
3102,1505,로맨스,1
3103,1506,액션,1
3104,1507,격투기,2
3105,1507,액션,1
3106,1508,좀비,2
3107,1508,드라마,1
3108,1509,다크판타지,1
3109,1509,판타지,1
3110,1509,성인웹툰,1
3111,1510,액션,1
3112,1511,2021 지상최대공모전,6
3113,1511,공감성수치,3
3114,1511,로맨스,1
3115,1511,소설원작,6
3116,1512,로맨스,1
3117,1513,로맨스,1
3118,1514,로맨스,1
3119,1515,삼각관계,5
3120,1515,로맨스,1
3121,1516,개그,1
3122,1517,스릴러,1
3123,1518,회귀,2
3124,1518,개그,1
3125,1519,드라마,1
3126,1520,드라마,1
3127,1521,직진남,5
3128,1521,로맨스,1
3129,1521,소설원작,6
3130,1522,로맨스,1
3131,1523,2019 지상최대공모전,4
3132,1523,서스펜스,3
3133,1523,복수극,2
3134,1523,걸크러시,5
3135,1523,스릴러,1
3136,1524,판타지,1
3137,1525,감성드라마,3
3138,1525,드라마,1
3139,1526,사이다,3
3140,1526,학원물,6
3141,1526,액션,1
3142,1527,로맨스,1
3143,1528,로맨스,1
3144,1528,소설원작,6
3145,1529,드라마,1
